id,isi_berita,label
62,"Jakarta - Perjalanan Bintang Akbar/Sofyan Rachman di AVC Beach Continental 2026 harus berakhir di perempatfinal. Mereka sudah main maksimal. Dalam pertandingan yang berlangsung di Shangluo, China, Sabtu (5/9/2026), pasangan voli pantai Indonesia itu kalah 1-2 dari wakil Australia Thomas Hodges/Ben Hood. Bintang/Sofyan sempat berada di atas angin setelah merebut set pembuka 21-19. Namun, Hodges/Hood membalikkan keadaan dengan memenangi dua set berikutnya 21-14 dan 15-13 sekaligus memastikan tiket semifinal. SCROLL TO CONTINUE WITH CONTENT Kegagalan tersebut menjadi kekalahan pertama Bintang/Sofyan selama tampil di turnamen ini. Sebelum memasuki perempat final, mereka selalu menang dan bahkan belum pernah kehilangan satu set. Baca juga: Timnas Voli Putra dan Putri Indonesia Bidik 8 Besar Asian Games 2026 ADVERTISEMENT Pelatih Timnas voli pantai Indonesia Slamet Mulyanto mengatakan anak-anaknta sudah main maksimal. ""Pertama-tama kami mohon maaf, hanya sampai perempat final. Anak-anak sudah maksimal,"" kata Slamet dalam kutipam cepatnya, Sabtu (5/9/2026). ""Set pertama anak-anak bermain bagus. Start kedua awalnya bagus, leading 8-6. Namun, lawan bikin ulah, mancing emosi, memperlambat permainan dan tiga kali protes ke wasit, hingga dapat kartu kuning. Hal itu membuat anak-anak terpengaruh,"" ujarnya. Slamet menilai lawan memiliki postur tubuh yang lebih tinggi sehingga overblok-nya sulit dihentikan. ""Lawan tinggi, overblok, susah dihentikan. Jam terbang bicara, dalam keadaan ketat gini, lawan bisa mempengaruhi tempo, itu yang tidak diantisipasi anak-anak. Harusnya anak-anak kembali dengan cepat ke bentuk permainannya,"" kata Slamet. ""Set ketiga, bisa mengimbangi, tetapi lawan memang harus diakui tampil lebih baik, lebih punya banyak pengalaman. Jam terbang berbicara, salah satu pemainnya sudah dua kali tampil di Olimpiade,"" tuturnya. Slamet berharap pengalaman tampil di AVC Beach Continental dapat dijadikan bekal untuk Asian Games di Aichi-Nagoya, 19 September hingga 4 Oktober mendatang. ""Anak-anak harus lebih konsisten dan tidak terpengaruh lawan. Kini kami bersiap tampil di Asian Games,"" kata Slamet. (mcy/aff) ... Tautan telah disalin avc beach continental bintang akbar/sofyan rachman",sport
63,"Austin - FIA World Endurance Championship 2026 memasuki paruh kedua musim. Team WRT 32 lebih percaya diri meraih hasil bagus. Dari empat balapan awal, selalu muncul pemenang berbeda. Team WRT #69 (BMW) menaklukkan seri pembuka di Imola, lalu Garage 59 #10 (McLaren) finis pertama di Spa. Dua tim penggeber Corvette memenangi dua balapan terakhir di Le Mans serta Sao Paulo, yakni TF Sport #33 dan Racing Team Turkey #34. SCROLL TO CONTINUE WITH CONTENT TF Sport 33 sekarang memimpin klasemen dengan keunggulan 27 poin atas tim juara bertahan kelas LMGT3, The Bend Manthey #92 (Porsche). Keunggulan dengan selisih poin lumayan besar itu pun didapat karena TF Sport 33 menang di Le Mans yang memberikan poin ganda. Selebihnya, dari Manthey 92 di peringkat dua hingga tim di posisi ke-10 hanya berselisih 19 poin. Ini menggambarkan betapa persaingan di LMGT3 sangat terbuka musim ini. ADVERTISEMENT Menariknya lagi menatap putaran lima FIA WEC, Lone Star Le Mans atau 6 Hours of COTA akhir pekan ini, untuk kali pertama dua tim pemenang di dua kelas tahun lalu absen. Porsche Penske tak melanjutkan program Hypercar tahun ini. Baca juga: Ketika Sean Gelael Berbagi Pengalaman Balapan Sementara tim United Autosports #95 yang tahun lalu menang di COTA bersama Sean Gelael , Darren Leung, dan Marino Sato juga absen dari program LMGT3 tahun ini. Mereka memilih fokus untuk menjadi partner operasional McLaren untuk tampil di Hypercar 2027. Mobil McLaren sendiri masih ada di LMGT3, tapi manajemennya pindah ke tim Garage 59 dengan mengoperasikan mobil nomor 10 dan 58. Sean dan Darren masih bersatu dan punya ingatan baik soal kemenangan tahun lalu. Namun kali ini cerita pasti berbeda karena mereka mengendarai BMW bersama Augusto Farfus di Team WRT #32. ""Musim liburan telah berakhir, sekarang saatnya fokus tantangan berat di hadapan,"" tulis akun resmi Team WRT. Race 6 Hours of COTA disiarkan langsung secara livestreaming di kanal youtube KUY Entertainment, Senin (7/9) mulai pukul 01.00 WIB. Baca juga: WEC 2026: Penalti Buyarkan Misi Podium WRT 32 di Sao Paulo Video Sean Gelael soal Olahraga Balap Dianggap Mahal: Semua Itu Relatif! Video Sean Gelael soal Olahraga Balap Dianggap Mahal: Semua Itu Relatif! (mrp/ran) ... Tautan telah disalin sean gelael team wrt 32 team wrt 6 hours of cota fia wec 2026 world endurance championship",sport
64,"Nusa Dua - Pasangan Rafalentino Ali Da Costa/ Ethan David Zapp selangkah menuju gelar juara Men's World Tennis Championship 2026 . Ini setelah mereka lolos ke final. Pada laga semifinal Seri IV ITF World Tennis Tour M-15 di Bali Beach Country Club, Jumat (4/9/2026), Rafalentino/Ethan menghadapi unggulan keempat Sebastian Grundtvic Jorgensen/Ryotaro Taguchi. Rafalentino/Ethan bermain prima sedari set pertama sebelum menang 6-4 dan 6-4 atas pasangan gado-gado Denmark dan Jepang. Mereka tak takut meladeni perlawanan Sebastian/Ryotaro yan berperingkat lebih tinggi. SCROLL TO CONTINUE WITH CONTENT Setelah menang 6-4 di se pertama, Rafalentino lewat forehand maupun backhand yang mematikan serta Ethan dengan cegatan voli di depan net memaksa Sebastian/Ryotaro kalah dengan skor serupa dalam total durasi pertandingan selama 1 jam 6 menit di set kedua. Rafalentino pun menyebut kemenangan ini jado kado ulang tahun rekannya. Dia juga mewanti-wanti agar selalu waspada dan tidak menganggap remeh lawan di final. ADVERTISEMENT ""Kemenangan ini jadi kado terbaik untuk ultah ke-17 Ethan David. Ini juga jadi rekor tersendiri bagi kami karena bisa mencapai final pertama kalinya di nomor ganda,"" ujar Rafalentino dalam rilis kepada detikSport. ""Kami harrus fokus dan tidak boleh lengah sama sekali di setiap gamenya. Ini menjadi faktor penting dalam kemenangan hari ini,"" sambungnya. Baca juga: Men's World Tennis Championship: Nathan Barki ke Perempatfinal Sementara, Ethan memuji semangat Rafalentino serta kemampuan rekannya mengatur strategi dengan baik, di saat poin-poin kritis. ""Dia bagus sekali saat menghadapi tekanan dan bisa membantu saya. Kami harus tetap fokus untuk final,"" papar Ethan. Pada laga final, Sabtu (5/9) besok ,mereka menantang unggulan Alexander ChangPablo Perez Ramos. Pasangan gado-gado dari Amerika Serikat dan Spanyol ini sukses menyudahi Shanker Heisnam/Karan Singh dari India 6-3 dan 6-4. Sementara itu di sektor tunggal putra tuan rumah Indonesia gagal menempatkan wakilnya kebabak semifinal. Nathan Barki dipaksa harus menyerah dua set langsung dari petenis India Karan Singh, lewat pertarungan selama 1 jam 16 menit. Selanjutnya Karan Singh yang merupakan unggulan keempat akan bertemu Ryotaro Taguchi, setelah petenis asal Jepang ini menang rubbet set dari Hayden Jones 6-0 5-7 dan 7-5. Baca juga: Men's World Tennis Championship: Rafalentino dan Anthony ke Babak Kedua Video: Daftar Lengkap Nominasi Ballon d'Or 2026 Kategori Kiper Terbaik Video: Daftar Lengkap Nominasi Ballon d'Or 2026 Kategori Kiper Terbaik (mrp/ran) ... Tautan telah disalin rafalentino ali da costa ethan david zapp men's world tennis championship 2026 amman mineral men's world tennis championship 2026",sport
65,"Jakarta - Bali jadi tuan rumah turnamen catur level internasional akhir Oktober. Tak sekadar adu tangkas, turnamen ini juga bertujuan menggenjot pariwisata Pulau Dewata. Turnamen ini bernama Catur Bali Fide Rated Kapal Api Chess Festival 2026 yang digelar di Hotel Ululani, Uluwatu, Bali, 30 Oktober sampai 5 November. Ajang ini digagas oleh Ketua Umum Pengurus Cabang Persatuan Catur Seluruh Indonesia (Pengprov Percasi) Kabupaten Muna, Sulawesi Tenggara, Jalaluddin Madjinuhu, yang mendapat dukungan dari PB Percasi dan klub Jayakarta Muda Jakarta. SCROLL TO CONTINUE WITH CONTENT Bakal ada total hadiah RP 112 juta di mana Rp 20 juta akan diberikan kepada sang juara. Sejauh ini sudah ada 300 peserta yang berencana mengikuti ajang itu, baik dari dalam maupun luar negeri. Dari Indonesia, baru atlet-atlet Jawa Timur, Bali, Sulawesi Tenggara, Nusa Tenggara Barat, dan Nusa Tenggara Timur yang mendaftar. ADVERTISEMENT Baca juga: PB Percasi Periode 2026-2030 Resmi Dilantik KONI Menurut Jalaludin, jumlah peserta yang cukup banyak ini sesuai dengan daya tampung Ballroom Hotel Ululani, Bali yang akan menjadi arena pertandingan. Diharapkan nantinya, para peserta telah lolos persyaratan sesuai peraturan FIDE. ""Saat ini sekitar 300 calon peserta sudah bersurat kepada FIDE untuk mengikuti turnamen ini. Dari dalam negeri sendiri beberapa daerah sudah konfirmasi kepada saya seperti dari Jawa Timur sebanyak 50 pecatur, Bali (50 pecatur), Sulawesi Tenggara(25 pecatur), serta dari NTT dan NTB,"" ujar Jalaludin dalam rilis kepada detikSport. ""Karena turnamen pertama ini berkategori challenger maka pesertanya adalah pecatur yang memiliki elo rating di bawah 2000,"" sambungnya. Ketum Percasi Kabupaten Muna Jalaluddin Madjinuhu. (Foto: Istimewa) Lebih lanjut, pemilihan Pulau Bali sebagai tempat penyelenggara, agar turnamen catur level international tidak hanya berlangsung di Pulau Jawa saja. Ini juga bisa berdampak positif bagi pariwisata Bali selama turnamen berlangsung. ""Pemilihan Bali, selain sebagai destinasi wisata. juga karena letaknya di tengah-tengah, hingga para peserta dari Pulau Kalimantan, Sulawesi, serta dari Indonesia Bagian Timur lainnya, bisa ikut ambil bagian,"" papar Jalaludin. Selama ini turnamen catur bertaraf international atau FIDE Rated di Indonesia hanya ada satu kali. Dengan digelarnya turnamen Kapal Api Chess Festival 2026, maka jumlah turnamen bertaraf international di Tanah Air diharapkan semakin banyak. ""Jadi tak usah jauh-jauh ke luar negeri untuk mencari poin elo rating, sebaliknya bagi peserta dari luar negeri juga bisa sekalian berlibur di Bali. Jika turnamen pembuka ini sukses, ke depannya akan dijadikan kalender tetap tiap tahunnya dan titelnya akan berubah menjadi open,"" demikian Jalaludin. Baca juga: Kisah Pecatur Muda Nadiv Asadel Unjuk Gigi di Georgia Video: Luar Biasa, Bisa Main Catur Sambil Nyelam Dalam Air! Video: Luar Biasa, Bisa Main Catur Sambil Nyelam Dalam Air! (mrp/ran) ... Tautan telah disalin catur bali fide rated kapal api chess festival 2026 chess festival 2026 catur pb percasi percasi muna jalaluddin madjinuhu",sport
66,"Kyrgyzstan - Pemandangan udara venue VI World Nomad Games terlihat di Kyrchyn Gorge, Issyk-Kul, Kyrgyzstan, saat ajang budaya dan olahraga nomaden berlangsung.",sport
67,"Shenzhen - Sabar Karyaman Gutama/Moh. Reza Pahlevi Isfahani tersingkir dari China Masters 2026 usai kalah dari Nur Mohd Azriyn Ayub/Tan Wee Kiong. Wakil Indonesia habis di ajang ini. Sabar Karyaman Gutama/Moh Reza Pahlevi Isfahani menghadapi Nur Mohd Azriyn Ayub/Tan Wee Kiong (Malaysia) di perempatfinal China Masters 2026. Pertandingan digelar di Court 1 Shenzen Arena, Jumat (4/9/2026) malam WIB. Sabar/Reza mengawali gim pertama dengan kurang baik. Mereka tertinggal 1-5. SCROLL TO CONTINUE WITH CONTENT Unggulan keenam ini kemudian bisa mengejar hingga kedudukan sama kuat 6-6. Sabar/Reza bahkan berbalik memimpin dengan kedudukan 9-6. Baca juga: Hasil China Masters 2026: Sabar/Reza Menang, Melaju ke Perempatfinal ADVERTISEMENT Sabar/Reza unggul 11-8 saat interval. Situasi tapi kemudian berubah selepas interval. Azriyn/Tan tampil agresif hingga bikin kembali sama kuat 11-11. Pasangan Malaysia mendapatkan momentum untuk menjauh. Sabar/Reza tertinggal 11-14 usai terus gagal mendulang angka. Sabar/Reza berusaha bangkit dengan bisa menipiskan jarak angka dengan cuma tertinggal satu poin saat kedudukan 15-16. Namun, setelahnya Azriyn/Tan bisa terus menjaga keunggulan. Sabar/Reza harus kalah 17-21 di gim pertama. Sabar/Reza tak mengulangi kesalahan di awal gim pertama saat memulai gim kedua. Mereka bisa unggul 6-2. Sabar/Reza tapi tak bisa menjaga keunggulan hingga Azriyn/Tan bikin skor sama kuat 6-6. Sabar/Reza berbalik tertinggal 6-10. Namun, Sabar/Reza dengan baik bangkit dengan unggul 11-10 saat interval gim kedua. Sabar/Reza konsisten menjaga keunggulan setelah interval. Sabar/Reza mengamankan gim kedua dengan skor 21-16. Laga harus ditentukan di gim ketiga. Due berlangsung sengit di awal gim ketiga hingga skor 4-4. Sabar/Reza sempat unggul 9-6 tapi Azriyn/Tan mendulang tiga angka beruntun hingga skor kembali imbang 9-9. Sabar/Reza unggul tipis 11-10 di interval gim ketiga. Selepas interval, Azriyn/Tan kembali bisa menyetarakan angka saat 12-12. Laga terus ketat hingga 16-16. Sabar/Reza bisa mendapatkan dua angka untuk unggul 18-16. Pukulan terukur Tan di depan net dan pengembalian Sabar yang melebar bikin kedudukan kembali sama kuat saat 18-18. Reza melakukan kesalahan serve di poin krusial hingga Azriyn/Tan mendapatkan match poin. Ganda Indonesia ini yang menyangkut di net bikin mereka kalah 19-21 di gim ketiga. Sabar/Reza tersingkir dari China Masters 2026. Tersingkirnya Sabar/Reza bikin wakil Indonesia habis di ajang ini. Baca juga: Hasil China Masters 2026: Jojo Terhenti di Babak Kedua Hong Kong Open 2024: Sabar/Reza dan Putri KW Tumbang di Final Hong Kong Open 2024: Sabar/Reza dan Putri KW Tumbang di Final (pur/ran) ... Tautan telah disalin sabar karyaman gutama moh reza pahlevi isfahani china masters 2026 nur mohd azriyn ayub tan wee kiong sabar karyaman gutama/moh reza pahlevi isfahani",sport
68,"Jakarta - Di tengah ekspektasi tinggi, Pedro Acosta belum mampu menangi balapan alih-alih bersaing merebut titel juara dunia. Rider MotoGP Pol Espargaro tidak khawatir soal ini. Acosta digadang-gadang sebagai bintang MotoGP masa depan. Rider berjuluk si Hiu dari Mazarron ini bermodalkan gelar juara dunia di kelas Moto3 dan Moto2, lalu jadi rookie terbaik dua tahun lalu. Dari 54 balapan grand prix yang sudah dilakoni di kelas primer, Acosta 14 kali finis podium tanpa kemenangan. Acosta mentok finis kedua, yang dicapainya delapan kali termasuk di Aragon sepekan lalu. SCROLL TO CONTINUE WITH CONTENT Baca juga: Marc Marquez Makin Dekat, Jorge Martin Akan Lawan! Tak bisa dipungkiri, Pedro Acosta mulai menghadapi tuntutan untuk memenangi balapan grand prix. Acosta sudah cukup pengalaman, plus dipersenjatai dengan tunggangan pabrikan KTM. ADVERTISEMENT Pol Espargaro , pebalap penguji KTM, yakin betul bahwa Acosta cepat atau lambat akan memenangi grand prix dan jadi juara dunia. Balapan di San Marino dan Austria diyakini jadi kesempatan bagus buat Acosta. Baca juga: Francesco Bagnaia di Titik Terendah ""Aku sepenuhnya yakin, dan kuharap secepatnya karena Misano, Austria itu sirkuit-sirkuit di mana dia bisa tampil bagus, dan di level Pedro sekarang dan level yang kami punya sekarang, dengan beberapa penyempurnaan dan peningkatan untuk balapan mendatang, kurasa itu mungkin,"" ucap adik kandung Aleix Espargaro ini di Marca. ""Kurasa sejak awal ini memungkinkan, tapi kemenangan itu belum memang belum terjadi tap dia sudah sangat dekat, dia dalam jalur yang benar. Bagaimanapun, kurasa kita tidak seharusnya terobsesi dengan ini."" ""Pedro akan memenangi banyak balapan, dia akan memenangi beberapa titel Kejuaraan Dunia. Aku sangat-sangat yakin dengan hal ini, ini hanya soal waktu saja,"" Pol Espargaro menambahkan tentang Acosta . Video Desmosedici Pindah ke Tangan Acosta, Bagnaia Hijrah ke Aprilia? Video Desmosedici Pindah ke Tangan Acosta, Bagnaia Hijrah ke Aprilia? (rin/aff) ... Tautan telah disalin pedro acosta pol espargaro motogp motogp 2026",sport
69,"Jakarta - Pasangan voli pantai Indonesia Bintang Akbar/Sofyan Rachman sukses mengunci status juara Grup E AVC Beach Continental 2026 dan melenggang mulus ke babak 16 besar. Di babak berikutnya, mereka akan melawan Selandia Baru. Kemenangan telak 2-0 atas wakil Jepang Takahashi/Ikeda di Shangluo, Kamis (3/9/2026), jadi penutup sempurna fase grup. Skor 21-16, 21-15 menutup laga yang sebenarnya duel perebutan puncak klasemen. Dalam keterangan tertulis federasi, Bintang/Sofyan tampil dominan sejak awal pertandingan dan mengamankan set pertama dengan kemenangan 21-16. Permainan pasangan Indonesia tetap terjaga pada set kedua hingga mereka kembali unggul 21-15. SCROLL TO CONTINUE WITH CONTENT Kemenangan atas wakil Jepang sekaligus mempertahankan rekor sempurna Bintang/Sofyan selama fase grup. Mereka berhasil memenangkan seluruh tiga pertandingan tanpa sekalipun kehilangan set. Baca juga: Ini Dia 20 Pebulutangkis Indonesia di Asian Games 2026 ADVERTISEMENT Pertemuan dengan Takahashi/Ikeda memang menjadi laga penting untuk menentukan pemuncak klasemen Grup E. Kedua pasangan sebelumnya sama-sama mengoleksi dua kemenangan dan belum pernah kehilangan satu set pun. Bintang/Sofyan lebih mampu menjaga konsistensi dalam laga tersebut. Setelah mengamankan set pembuka 21-16, pasangan Indonesia kembali tampil solid untuk menyelesaikan pertandingan dengan kemenangan 21-15 pada set kedua. Sebelum menghadapi pasangan Jepang, Bintang/Sofyan lebih dahulu meraih kemenangan atas wakil Hong Kong Wong Pui Lam/Chong Kei Loi. Dalam pertandingan pembuka Grup E, mereka menang dua set langsung 21-10 dan 21-12. Pada pertandingan kedua yang berlangsung Rabu (2/9/2026), pasangan Indonesia kembali meraih kemenangan. Kali ini, Yakovlev/Mokhammad dari Kazakhstan mereka kalahkan dengan skor 21-17 dan 21-15. Dari tiga pertandingan tersebut, Bintang/Sofyan mengumpulkan enam kemenangan set tanpa sekali pun kalah. Hasil itu memastikan mereka berada di posisi teratas Grup E sekaligus membuka jalan menuju fase gugur. Baca juga: Kolaborasi dengan NPC, Kemenpora Genjot Pembinaan Atlet Disabilitas Di babak 16 besar, Di 16 besar, ujian berikutnya sudah menunggu. Sam O'Dea/Ben O'Dea dari Selandia Baru jadi lawan yang harus ditaklukkan Bintang/Sofyan. Target pelatih Slamet Mulyanto dari awal memang menjadi juara grup. Dan itu sudah tercapai. Bintang/Sofyan diminta naik level. ""Bintang/Sofyan bermain sangat baik. Lawan Selandia Baru, tidak boleh kendur. Gas terus, harus menang,"" tegas Slamet. (mcy/aff) ... Tautan telah disalin avc beach continental 2026 voli pantai",sport
70,"Jakarta - Banyak orang urung coba yoga karena mikir harus lentur dulu atau paham semua gerakan sejak awal. Padahal yoga itu soal proses, bukan soal siapa yang paling jago pose susah, dan justru kelas outdoor jadi tempat paling santai buat memulai. Ground and Grow Yoga membuka kelas yang ramah untuk pemula, digelar di Ren̩ Caf̩, Cipayung, Jakarta Timur pada Minggu, 6 September 2026, pukul 07.00 WIB sampai 09.00 WIB. Suasana outdoor yang santai bikin siapa pun tidak perlu takut salah gerakan atau merasa dinilai orang lain. Kelas ini fokus ke mindful movement, jadi peserta diajak menyelaraskan napas dengan gerakan pelan-pelan tanpa tekanan buat langsung sempurna. Cocok banget buat kamu yang selama ini cuma nonton video yoga di media sosial tapi belum berani coba langsung. SCROLL TO CONTINUE WITH CONTENT Persiapannya juga simpel. Peserta cukup membawa yoga mat sendiri dan pakaian olahraga yang nyaman dipakai gerak. Disarankan juga bawa tumbler, handuk, dan sunglasses supaya makin nyaman selama sesi berlangsung di ruang terbuka. Setiap peserta bakal dapat goodie bag saat registrasi di venue, jadi ada bonus tambahan selain pengalaman yoga itu sendiri. Selain jadi ajang olahraga ringan, momen ini juga bisa jadi cara buat ketemu orang baru dengan minat yang sama soal wellness dan gaya hidup lebih sadar diri. Kamu juga tidak perlu mikirin peralatan mahal, karena modal utama cuma niat dan yoga mat sendiri. ADVERTISEMENT Kalau selama ini alasan kamu belum mulai yoga cuma karena takut salah gerakan atau merasa belum siap, kelas ini didesain justru buat kamu yang masih di titik itu. Instruktur akan memandu step by step tanpa buru-buru. Jangan biarkan rasa ragu bikin kamu terus menunda, langsung amankan slotmu di detikevent sekarang juga! Video Momen Jokowi Yoga Bareng Warga di Depan Rumahnya Video Momen Jokowi Yoga Bareng Warga di Depan Rumahnya (bay/mrp) ... Tautan telah disalin yoga yoga outdoor relaksasi kesehatan mental",sport
71,"Nusa Dua - Petenis Indonesia Nathan Barki melaju ke perempatfinal Amman Mineral Men's World Tennis Championship 2026 . Begitu juga dengan Rafalentino Ali Da Costa/Ethan David Zapp yang menembus semifinal. Pada pertandingan Babak 16 Besar Seri IV M-15 di Lapangan D, Bali Beach Country Club, Kamis (3/9/2026), Nathan bertemu kompatriotnya Anthony Susanto. Duel kedua wakil tuan rumah ini sebenarnya berlangsung seimbang, di mana terjadi kejar-kejaran poin sampai skor sama kuat 5-5 di set pertama. SCROLL TO CONTINUE WITH CONTENT Memasuki game ke-11, setelah melalui 3 kali deuce, Nathan akhirnya dapat mematahkan servis dari Anthony, untuk menutup set pertama dengan kemenangan 7-5 dalam tempo 48 menit. Di set kedua, Nathan meminta perawatan medis akibat lengan kanannya sakit. Alhasil petenis 29 tahun ini memutuskan mundur dan Nathan berhak atas tiket perempatfinal. ADVERTISEMENT Meski menang, Nathan prihatin dengan kondisi Anthony. Dia berharap Anthony bisa cepat pulih. ""Sedih juga meski menang, karena Anthony harus terhenti karena cedera. Saya berharap bisa mempertahankan performa dan fokus ke laga-laga selanjutnya,"" ujar Nathan dalam rilis kepada detikSport. Baca juga: Men's World Tennis Championship: Rafalentino dan Anthony ke Babak Kedua Di nomor tunggal putra, Rafalentino menyerah dua set langsung dalam tempo 1 jam 16 menit, 3-6 dan 2-6, dari wakil India Karan Singh. Kegagalan ini ditebus Rafalentino dengan sempurna saat turun di ganda putra bersama Ethan David Zapp. Mereka menyingkirkan unggulan pertama Isaac Becroft/Reece Falck dari Selandia Baru. Dengan motivasi tinggi dan bermain tanpa beban, Rafalentino yang baru berusia 16 tahun dan Ethan 17 tahun, bertarung sangat luar biasa untuk menang 7-5, 6-4, dalam waktu 1 jam 14 menit. ""(Kami) sangat gembira dengan kemenangan ini dan tak menyangkan bisa mengalahkan unggulan pertama. Kami akan berupaya tampil tanpa beban lagi di laga selanjutnya, bermain seperti hari ini,"" ujar Ethan yang diamini Rafalentino. Rafalentino/Ethan David bertemu unggulan keempat Sebastian Grundtvic Jorgensen/Ryotaro Taguchi di semifinal. Sebastian/Ryotaro mengalahkan Leo Borg/Eric Ahren dari Swedia dengan skor 6-4 3-6 dan super tiebreak 10-5. Baca juga: Men's World Tennis Championship: Nathan Barki Lolos ke Babak Kedua (mrp/bay) ... Tautan telah disalin amman mineral men's world tennis championship 2026 men's world tennis championship 2026 nathan barki",sport
72,"Jakarta - Asosiasi Lari Trail Indonesia (ALTI) DKI Jakarta akan menggelar Jakarta Vertical Run 2026. Apa itu? Mengambil tema Tantangan Urban dan Keberlanjutan Lingkungan, ALTI DKI bekerjasama dengan Cakrawala Jakarta Kreatif selaku penyelenggara, yang didukung juga oleh Geely sebagai sponsor utama dan Fortesport, menggelar ajang tower running bertaraf internasional. Perlombaan lari naik tangga ini dihelat, Minggu 15 November, di Autograph Tower, Kompleks Thamrin Nine, Jakarta Pusat. Thamrin Nine merupaka gedung tertinggi di Jakarta dan tercatat sebagai gedung tertinggi di belahan bumi selatan, dengan ketinggian 385 meter. SCROLL TO CONTINUE WITH CONTENT Para peserta akan menantang fisik dan mental dengan menaklukkan kurang lebih 2.120 anak tangga di gedung 106 lantai itu. Ketua Umum ALTI DKI Jakarta, Eko Putro Hadi Prasetyo, menyampaikan bahwa ajang ini memberikan sensasi olahraga urban yang berbeda dari road run pada umumnya. Lomba dimulai pukul 04.30 WIB, agar para pelari tercepat berkesempatan menikmati momen matahari terbit di langit Jakarta saat mencapai puncak. ADVERTISEMENT ""Kami percaya olahraga urban seperti ini akan memberikan tantangan dan sensasi yang berbeda bagi pesertanya. Semoga saja akan tercipta persaingan yang menarik antarpeserta,"" ujar Eko Putro dalam jumpa pers, Kamis (3/9/2026). Asosiasi Lari Trail Indonesia (ALTI) DKI Jakarta akan menggelar Jakarta Vertical Run 2026. (Foto: dok.ALTI DKI Jakarta) Start dilakukan dengan sistem wave yang terbagi menjadi empat gelombang: wave 1 untuk kategori Elite Atlet dan wave 2 untuk kategori Open, masing-masing dilepas lima (5) peserta setiap 30 detik, sementara wave 3 dan wave 4 dilepas setiap satu menit. Hingga kini, tercatat 450 pelari dari 16 negara siap bersaing di tiga kategori utama: Elite/Tower Running, Senior, dan Master. Ajang lari naik tangga gedung bertingkat tinggi seperti ini telah lazim diselenggarakan di berbagai kota dunia, dan diminati karena tingkat kesulitannya yang berbeda dari lomba lari di jalan raya pada umumnya. Keterlibatan Geely sebagai sponsor utama memperkuat sinergi antara gaya hidup aktif dan komitmen keberlanjutan lingkungan (green mobility) melalui penerapan konsep eco-friendly event. Baca juga: erafone Run 2026 Bandung: Trail Run yang Memadukan Sport hingga Lifestyle Penyelenggara juga menaruh perhatian penuh pada keselamatan, keamanan, dan kenyamanan peserta dengan menyiagakan tenaga kesehatan, paramedis, ambulans, serta rumah sakit rujukan apabila terjadi keadaan darurat selama lomba berlangsung. Ajang ini sekaligus menjadi momen strategis menyongsong peringatan 500 tahun Kota Jakarta pada 2027. Panitia berharap penyelenggaraan Jakarta Vertical Run dapat kembali digelar tahun depan dengan skala lebih besar. Kepala Dinas Pemuda dan Olahraga Provinsi DKI Jakarta, Andri Yansyah, mendukung penuh kegiatan ini. Selain berfungsi sebagai tolok ukur pembinaan prestasi atlet, Jakarta Vertical Run juga didorong sebagai ajang sport tourism dan rekreasi bergengsi, di mana para peserta dapat menikmati keindahan lanskap Kota Jakarta dari titik tertinggi. Jakarta Vertical Run nanti bakal jadi penyelenggaraan Vertical Running pertama di gedung tertinggi di Indonesia dengan jumlah peserta terbanyak, yang berpotensi mendapatkan rekor MURI. Khusus bagi pelari kategori Elite Vertical Running, mereka akan memperoleh 60 poin skor yang dapat menaikkan peringkat mereka di klasemen atlet vertical run internasional. Baca juga: ZINC Tantang Pelari Ikut Trail Running di Bali, Berhadiah Jutaan Rupiah! Video: Daftar Lengkap Nominasi Ballon d'Or 2026 Kategori Kiper Terbaik Video: Daftar Lengkap Nominasi Ballon d'Or 2026 Kategori Kiper Terbaik (mrp/bay) ... Tautan telah disalin jakarta vertical run 2026 alti asosiasi lari trail indonesia",sport
